sample,site,unit,dickinson,Qps,QpT,Qms,Qrv,Qrm,Qrg,Kor,Kan,Kpg,Kmi,Kp,Krg,Krm,Krv,Ps,Pmy,Ptw,Prg,Prm,Prv,As,Atw,Arg,Arm,Arv,Lcmif,Lcmir,Lcmic,Lcmich,Lcmi,Lssc,Lcsf,Lcs,Lch,Lchb,Lss,Lsp,Lvf,Lva,Lvg,Lmf1,Lmf2,Lmf3,Lmf4,Rmf5,Lmp1,Lmp2,Lmp3,Lmp4,Rmp5,Lmb1,Sed,Gra,Volc,Met,C,Ap,Gr,Hb,Px,Rt,St,Zr,Mb,Mm,Mrg,Mrm,Chl,Gl,Op,Ph,Si,AR,Bz,Sh,Das,Ech,Fc,Md,Oo,Ra,Se,Fph,Pore,provenance
JR114,torrent de Curseilles,VS,300,37,0,139,0,0,5,16,2,43,0,0,3,0,0,18,0,0,2,0,0,23,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0,18,0,0,0,0,0,0,0,2,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,quartzose
JR115,torrent de Curseilles,VS,315,17,1,125,0,0,24,9,1,40,0,0,16,0,0,46,0,0,15,0,1,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,8,1,1,0,0,0,0,0,0,0,0,0,5,22,8,3,166,0,0,0,0,0,0,0,5,0,1,1,0,10,5,0,0,0,0,0,0,0,16,0,0,0,0,1,2,quartzose
JR116,torrent de Curseilles,VC,342,40,16,64,1,2,45,61,1,4,1,1,20,3,0,34,0,2,24,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,5,0,3,1,0,0,0,3,2,0,0,0,0,0,7,37,3,17,113,0,0,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,0,0,0,4,5,0,0,0,0,0,6,feldspathic
JR119,torrent de Curseilles,VC,172,10,7,34,0,0,23,3,0,16,0,0,15,4,0,22,0,2,19,3,2,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,6,21,1,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,feldspathic
JR120,torrent de Curseilles,VC,309,15,1,105,0,0,19,1,0,63,0,0,8,0,1,71,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,6,16,5,2,124,0,0,0,0,0,0,1,0,1,1,0,0,2,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,feldspathic
JR121,torrent de Curseilles,VS,313,2,0,204,0,0,4,0,0,0,0,0,0,0,0,93,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,156,0,0,0,0,0,0,0,5,2,0,0,0,12,23,13,0,0,0,0,0,0,9,0,0,0,0,1,0,quartzose
JR122,torrent de Curseilles,VC,323,15,3,102,0,0,30,64,0,0,0,0,15,0,0,56,0,1,17,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,0,4,0,0,0,0,2,0,0,0,0,0,0,12,29,4,3,115,0,0,0,0,0,0,0,2,3,2,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,feldspathic
JR123,torrent de Curseilles,VS,309,5,1,156,0,0,17,7,2,41,0,0,10,0,0,56,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,17,4,1,83,0,0,0,0,0,0,0,1,2,3,0,0,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,4,quartzose
JR124,torrent de Curseilles,VC,317,30,6,79,2,0,15,8,2,63,0,1,7,3,3,55,0,6,17,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,2,0,7,0,0,0,1,3,1,0,0,0,0,0,8,15,7,9,65,0,0,0,0,0,0,0,8,1,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,7,feldspathic
JR125,torrent de Curseilles,VC,316,23,10,47,1,0,39,42,5,10,3,0,36,2,0,50,0,0,25,7,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,7,0,0,0,0,6,1,0,0,0,0,0,4,26,7,10,83,0,0,0,0,0,0,0,1,0,2,1,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,feldspathic
JR126,torrent de Curseilles,VC,314,36,7,59,1,0,28,19,2,51,0,0,29,1,0,47,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,2,24,18,7,59,0,0,0,0,0,0,0,4,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,feldspathic
JR129,torrent de Curseilles,VS,312,12,1,146,0,0,32,18,1,23,1,0,19,0,0,26,0,4,15,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,26,6,1,143,0,1,0,0,0,1,0,0,0,3,0,0,17,4,0,0,1,0,0,0,0,6,0,0,0,0,0,0,quartzose
JR130,torrent de Curseilles,VC,311,29,8,23,1,10,67,33,4,10,1,0,36,2,0,31,0,3,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,8,2,0,0,0,0,0,0,42,4,12,41,0,0,0,0,0,0,0,1,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,feldspathic
JR131,torrent de Curseilles,VC,315,37,6,37,0,1,32,25,0,61,0,0,21,0,0,61,0,2,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,0,1,1,1,0,0,0,0,0,2,32,2,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,feldspathic
JR134,torrent de Curseilles,VC,336,34,8,51,2,0,52,18,1,36,0,1,29,3,1,43,0,2,34,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,9,2,0,1,0,4,0,0,0,0,0,0,5,39,9,11,43,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,feldspathic
JR136,Burdignin,VC,304,25,10,51,1,0,26,31,16,23,1,1,22,1,0,50,0,4,13,6,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,8,0,0,0,0,4,0,0,0,0,0,0,3,27,8,13,132,0,0,0,0,0,0,0,4,0,1,0,2,3,1,0,0,1,1,0,0,0,4,0,0,0,0,0,44,feldspathic
JR138,Burdignin,VC,312,46,3,55,0,0,39,12,0,45,0,0,21,0,0,45,0,1,25,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,5,0,2,0,0,0,0,0,4,0,0,0,0,0,5,40,2,7,101,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,16,feldspathic
